,fid_code,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,il_2017,il_2018,il_2019,il_2020,il_2021,il_2022,fmr_2017,fmr_2018,fmr_2019,fmr_2020,fmr_2021,fmr_2022,ratio_2017,ratio_2018,ratio_2019,ratio_2020,ratio_2021,ratio_2022,slope
0,0102599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,48100.0,49700.0,53400.0,53700,54200.0,58900.0,513.0,483.0,492.0,474.0,479.0,530.0,0.12798336798336798,0.11661971830985915,0.11056179775280899,0.1059217877094972,0.10605166051660517,0.10797962648556876,-0.00032467354979063244
0,0102799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,44100.0,45500.0,49400.0,50100,51800.0,55600.0,513.0,513.0,535.0,482.0,479.0,495.0,0.13959183673469389,0.1352967032967033,0.12995951417004048,0.11544910179640719,0.11096525096525096,0.10683453237410072,-0.0005983125980261135
0,0102999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,48400.0,51400.0,52900.0,54100,55900.0,63700.0,495.0,473.0,472.0,462.0,479.0,530.0,0.12272727272727273,0.11042801556420233,0.10706994328922495,0.10247689463955638,0.10282647584973166,0.09984301412872841,-0.0003376641923471437
0,0103199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,61500.0,65400.0,65900.0,66900,67700.0,75100.0,546.0,524.0,555.0,515.0,522.0,546.0,0.10653658536585366,0.09614678899082568,0.10106221547799696,0.09237668161434978,0.0925258493353028,0.08724367509986684,-0.0002762212003813091
0,0103399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,53500.0,57500.0,66200.0,64200,64500.0,68200.0,529.0,526.0,531.0,498.0,525.0,525.0,0.11865420560747664,0.10977391304347826,0.09625377643504532,0.09308411214953272,0.09767441860465116,0.09237536656891496,-0.0004068151018923897
0,0103599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,34900.0,34500.0,36100.0,40000,41600.0,53300.0,464.0,453.0,474.0,474.0,479.0,530.0,0.15954154727793696,0.15756521739130436,0.1575623268698061,0.1422,0.13817307692307693,0.11932457786116323,-0.000653865703234238
0,0103799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,45100.0,44800.0,45900.0,49100,50300.0,54100.0,540.0,502.0,508.0,499.0,520.0,550.0,0.14368070953436807,0.1344642857142857,0.13281045751633988,0.12195519348268839,0.12405566600397615,0.12199630314232902,-0.00035834084553518
0,0103999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,46600.0,48200.0,52900.0,54800,57000.0,60100.0,464.0,453.0,485.0,474.0,479.0,530.0,0.11948497854077253,0.11278008298755186,0.11001890359168243,0.1037956204379562,0.1008421052631579,0.10582362728785358,-0.0002627237442654786
0,0104199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,51000.0,52900.0,53400.0,55600,58200.0,64200.0,477.0,456.0,472.0,462.0,479.0,530.0,0.11223529411764706,0.10344045368620038,0.10606741573033708,0.09971223021582734,0.09876288659793814,0.09906542056074766,-0.00020532679658045387
0,0104399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,48000.0,45100.0,53100.0,59700,57300.0,67700.0,492.0,472.0,497.0,469.0,494.0,559.0,0.123,0.12558758314855875,0.11231638418079096,0.0942713567839196,0.10345549738219895,0.09908419497784343,-0.00048576264239700835
0,0104599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,57800.0,59500.0,58500.0,57500,59200.0,63800.0,414.0,403.0,477.0,498.0,523.0,595.0,0.08595155709342561,0.08127731092436975,0.09784615384615385,0.1039304347826087,0.10601351351351351,0.11191222570532916,0.0005002291232462392
0,0104799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,38900.0,38700.0,38900.0,40600,43000.0,50400.0,476.0,474.0,507.0,489.0,492.0,529.0,0.14683804627249358,0.1469767441860465,0.15640102827763497,0.1445320197044335,0.13730232558139535,0.12595238095238095,-0.00034600140711365287
0,0104999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,48700.0,45900.0,43000.0,51000,53000.0,61000.0,597.0,537.0,484.0,462.0,418.0,468.0,0.1471047227926078,0.1403921568627451,0.13506976744186047,0.10870588235294118,0.09464150943396227,0.09206557377049181,-0.0010447894582996868
0,0105199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59700.0,62900.0,65900.0,65700,67600.0,75500.0,587.0,588.0,581.0,583.0,640.0,643.0,0.11798994974874372,0.11217806041335453,0.10579666160849772,0.10648401826484018,0.1136094674556213,0.10219867549668875,-0.00017613046065984372
0,0105399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,38000.0,42800.0,44700.0,47400,48700.0,54400.0,513.0,513.0,492.0,474.0,479.0,530.0,0.162,0.14383177570093458,0.13208053691275168,0.12,0.11802874743326489,0.11691176470588235,-0.0007498352337770235
0,0105599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,54700.0,54100.0,57100.0,65000,63500.0,59700.0,527.0,494.0,497.0,523.0,557.0,547.0,0.11561243144424131,0.10957486136783734,0.10444833625218915,0.09655384615384616,0.10525984251968504,0.10994974874371859,-0.00011703085748905908
0,0105799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,45200.0,45800.0,49500.0,49900,50000.0,57100.0,495.0,483.0,492.0,474.0,479.0,530.0,0.1314159292035398,0.12655021834061136,0.11927272727272727,0.11398797595190381,0.11496,0.11138353765323993,-0.00033385086689085956
0,0105999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,46900.0,47300.0,48100.0,49300,50600.0,56900.0,495.0,483.0,492.0,474.0,479.0,530.0,0.12665245202558637,0.1225369978858351,0.12274428274428274,0.11537525354969574,0.11359683794466403,0.11177504393673111,-0.00025851559395804644
0,0106199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,50700.0,52200.0,57500.0,61300,63400.0,69300.0,508.0,531.0,515.0,503.0,543.0,561.0,0.12023668639053255,0.12206896551724138,0.10747826086956522,0.09846655791190864,0.10277602523659306,0.09714285714285714,-0.00043418969056664063
0,0106399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,29800.0,28500.0,31000.0,33800,32500.0,41700.0,491.0,483.0,492.0,474.0,479.0,562.0,0.19771812080536913,0.2033684210526316,0.19045161290322582,0.16828402366863907,0.17686153846153846,0.16172661870503596,-0.0006705851131179866
0,0106599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,61100.0,61500.0,66900.0,67800,70900.0,77600.0,566.0,599.0,658.0,719.0,691.0,758.0,0.1111620294599018,0.11687804878048781,0.1180269058295964,0.1272566371681416,0.11695345557122708,0.11721649484536083,9.459113961440783e-05
0,0106799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,58300.0,58300.0,56000.0,59700,60500.0,67500.0,513.0,538.0,493.0,479.0,492.0,540.0,0.1055917667238422,0.11073756432246998,0.10564285714285715,0.09628140703517588,0.09758677685950413,0.096,-0.0002304110621804726
0,0106999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,50700.0,52200.0,57500.0,61300,63400.0,69300.0,508.0,531.0,515.0,503.0,543.0,561.0,0.12023668639053255,0.12206896551724138,0.10747826086956522,0.09846655791190864,0.10277602523659306,0.09714285714285714,-0.00043418969056664063
0,0107199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,47000.0,47900.0,50100.0,50600,51400.0,58700.0,409.0,399.0,438.0,422.0,459.0,530.0,0.10442553191489362,0.09995824634655533,0.10491017964071857,0.1000790513833992,0.10715953307392996,0.10834752981260648,8.662552717470807e-05
0,0107399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,63100.0,71000.0,74400.0,73100,78000.0,84800.0,665.0,692.0,706.0,804.0,817.0,765.0,0.12646592709984153,0.11695774647887323,0.11387096774193549,0.13198358413132694,0.1256923076923077,0.10825471698113208,-0.00011128512039014061
0,0107599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,42400.0,42900.0,45200.0,49200,53200.0,58600.0,495.0,483.0,492.0,474.0,479.0,530.0,0.1400943396226415,0.1351048951048951,0.13061946902654867,0.11560975609756098,0.10804511278195489,0.10853242320819112,-0.0006047586713573095
0,0107799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,53500.0,57500.0,66200.0,64200,64500.0,68200.0,529.0,526.0,531.0,498.0,525.0,525.0,0.11865420560747664,0.10977391304347826,0.09625377643504532,0.09308411214953272,0.09767441860465116,0.09237536656891496,-0.0004068151018923897
0,0107999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,57700.0,58700.0,62800.0,63600,63100.0,70600.0,427.0,443.0,448.0,480.0,509.0,554.0,0.08880415944540727,0.09056218057921635,0.08560509554140128,0.09056603773584905,0.09679873217115689,0.0941643059490085,0.00012016983211494556
0,0108199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59200.0,66900.0,71100.0,76500,78000.0,90000.0,543.0,557.0,547.0,564.0,590.0,672.0,0.11006756756756757,0.09991031390134529,0.09232067510548524,0.08847058823529412,0.09076923076923077,0.0896,-0.0003181218431056429
0,0108399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,78200.0,78700.0,84900.0,85300,82900.0,92700.0,541.0,521.0,586.0,567.0,589.0,647.0,0.08301790281329924,0.07944091486658196,0.08282685512367491,0.07976553341148886,0.08525934861278649,0.08375404530744336,4.3034980945602004e-05
0,0108599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59700.0,62900.0,65900.0,65700,67600.0,75500.0,587.0,588.0,581.0,583.0,640.0,643.0,0.11798994974874372,0.11217806041335453,0.10579666160849772,0.10648401826484018,0.1136094674556213,0.10219867549668875,-0.00017613046065984372
0,0108799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,42300.0,42800.0,44600.0,47300,50200.0,54200.0,472.0,453.0,472.0,480.0,501.0,546.0,0.13390070921985817,0.12700934579439252,0.12699551569506726,0.12177589852008457,0.1197609561752988,0.12088560885608857,-0.0002191435425026445
0,0108999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,78200.0,78700.0,84900.0,85300,82900.0,92700.0,541.0,521.0,586.0,567.0,589.0,647.0,0.08301790281329924,0.07944091486658196,0.08282685512367491,0.07976553341148886,0.08525934861278649,0.08375404530744336,4.3034980945602004e-05
0,0109199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,50300.0,48000.0,47700.0,53700,55400.0,65600.0,471.0,483.0,492.0,474.0,479.0,530.0,0.11236580516898609,0.12075,0.12377358490566037,0.1059217877094972,0.10375451263537906,0.09695121951219512,-0.0003474075894619019
0,0109399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,43500.0,43900.0,47300.0,48800,48600.0,53700.0,464.0,453.0,472.0,462.0,479.0,530.0,0.128,0.12382687927107061,0.1197463002114165,0.11360655737704918,0.1182716049382716,0.11843575418994413,-0.00016815903543581308
0,0109599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,43000.0,52700.0,54700.0,54000,60800.0,65500.0,464.0,468.0,483.0,478.0,503.0,550.0,0.12948837209302325,0.10656546489563568,0.10595978062157221,0.10622222222222222,0.09927631578947368,0.10076335877862595,-0.00039340493402336535
0,0109799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,55100.0,59800.0,60600.0,61400,58200.0,68000.0,727.0,679.0,677.0,693.0,642.0,662.0,0.15833030852994556,0.1362541806020067,0.13405940594059407,0.1354397394136808,0.13237113402061856,0.1168235294117647,-0.000518577861576152
0,0109999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,41300.0,42000.0,45000.0,44200,49400.0,54900.0,495.0,483.0,492.0,474.0,479.0,530.0,0.14382566585956416,0.138,0.1312,0.12868778280542986,0.11635627530364373,0.11584699453551912,-0.0004936589235806515
0,0110199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59700.0,62900.0,65900.0,65700,67600.0,75500.0,587.0,588.0,581.0,583.0,640.0,643.0,0.11798994974874372,0.11217806041335453,0.10579666160849772,0.10648401826484018,0.1136094674556213,0.10219867549668875,-0.00017613046065984372
0,0110399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,57700.0,58700.0,62800.0,63600,63100.0,70600.0,427.0,443.0,448.0,480.0,509.0,554.0,0.08880415944540727,0.09056218057921635,0.08560509554140128,0.09056603773584905,0.09679873217115689,0.0941643059490085,0.00012016983211494556
0,0110599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,31100.0,32000.0,33100.0,34700,32700.0,37600.0,507.0,513.0,535.0,522.0,479.0,540.0,0.19562700964630225,0.192375,0.19395770392749245,0.18051873198847262,0.17577981651376146,0.1723404255319149,-0.00042775581659448017
0,0110799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,42100.0,44100.0,49100.0,53900,54900.0,60100.0,450.0,451.0,478.0,486.0,490.0,535.0,0.12826603325415678,0.12272108843537415,0.11682281059063136,0.10820037105751391,0.10710382513661203,0.10682196339434276,-0.00038736804459161216
0,0110999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,47300.0,49200.0,50800.0,52500,53400.0,63400.0,540.0,502.0,482.0,455.0,510.0,634.0,0.13699788583509515,0.1224390243902439,0.11385826771653543,0.104,0.1146067415730337,0.12,-0.0002817727270086381
0,0111199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,46400.0,49100.0,51200.0,52200,55100.0,60600.0,502.0,452.0,407.0,474.0,479.0,530.0,0.12982758620689655,0.1104684317718941,0.095390625,0.10896551724137932,0.10431941923774955,0.10495049504950495,-0.0003077561932095329
0,0111399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,53400.0,56000.0,59600.0,62300,65200.0,68200.0,605.0,621.0,643.0,594.0,644.0,654.0,0.13595505617977527,0.13307142857142856,0.12946308724832215,0.11441412520064205,0.11852760736196319,0.1150733137829912,-0.00038830747061905225
0,0111599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,63100.0,71000.0,74400.0,73100,78000.0,84800.0,665.0,692.0,706.0,804.0,817.0,765.0,0.12646592709984153,0.11695774647887323,0.11387096774193549,0.13198358413132694,0.1256923076923077,0.10825471698113208,-0.00011128512039014061
0,0111799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,63100.0,71000.0,74400.0,73100,78000.0,84800.0,665.0,692.0,706.0,804.0,817.0,765.0,0.12646592709984153,0.11695774647887323,0.11387096774193549,0.13198358413132694,0.1256923076923077,0.10825471698113208,-0.00011128512039014061
0,0111999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,38600.0,37500.0,39900.0,43800,45300.0,48800.0,550.0,538.0,557.0,557.0,585.0,637.0,0.17098445595854922,0.17216,0.1675187969924812,0.1526027397260274,0.15496688741721854,0.1566393442622951,-0.0003290975083239866
0,0112199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,47700.0,48400.0,51200.0,56700,55000.0,72600.0,504.0,471.0,505.0,486.0,510.0,553.0,0.12679245283018867,0.11677685950413223,0.118359375,0.10285714285714286,0.11127272727272727,0.09140495867768594,-0.0004975049990466543
0,0112399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,48500.0,52100.0,53700.0,56500,57500.0,62700.0,513.0,513.0,521.0,507.0,481.0,527.0,0.1269278350515464,0.1181573896353167,0.11642458100558659,0.10768141592920354,0.10038260869565217,0.10086124401913876,-0.0004580963406129019
0,0112599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,61100.0,61500.0,66900.0,67800,70900.0,77600.0,566.0,599.0,658.0,719.0,691.0,758.0,0.1111620294599018,0.11687804878048781,0.1180269058295964,0.1272566371681416,0.11695345557122708,0.11721649484536083,9.459113961440783e-05
0,0112799999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,46800.0,51700.0,50600.0,64100,65900.0,63900.0,500.0,502.0,499.0,566.0,546.0,530.0,0.1282051282051282,0.11651837524177949,0.1183399209486166,0.1059594383775351,0.09942336874051594,0.09953051643192488,-0.0004929489546211699
0,0112999999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,53700.0,50600.0,47100.0,49700,50600.0,58800.0,464.0,497.0,496.0,478.0,489.0,543.0,0.10368715083798882,0.11786561264822135,0.12636942675159235,0.11541247484909457,0.11596837944664032,0.11081632653061224,4.523149275205414e-05
0,0113199999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,29300.0,34500.0,39300.0,43400,44600.0,47200.0,491.0,483.0,492.0,474.0,479.0,573.0,0.20109215017064846,0.168,0.1502290076335878,0.13105990783410137,0.12887892376681614,0.14567796610169492,-0.0009847696401042581
0,0113399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,43200.0,43700.0,45000.0,47300,50400.0,53200.0,464.0,453.0,472.0,462.0,479.0,530.0,0.1288888888888889,0.12439359267734554,0.12586666666666665,0.1172093023255814,0.11404761904761905,0.11954887218045113,-0.00020570325898202867
0,0201399999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,65200.0,67400.0,78300.0,77700,81500.0,86400.0,774.0,751.0,794.0,845.0,783.0,810.0,0.14245398773006135,0.13370919881305637,0.12168582375478927,0.1305019305019305,0.11528834355828221,0.1125,-0.00046718189920832645
0,0201699999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,90200.0,94300.0,97000.0,100100,97100.0,106200.0,1073.0,1038.0,1065.0,1144.0,1052.0,1097.0,0.14274944567627496,0.13208907741251324,0.13175257731958762,0.13714285714285715,0.13001029866117406,0.123954802259887,-0.00022576017503021396
0,0202099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,89000.0,99500.0,104900.0,97300,104300.0,116300.0,888.0,923.0,931.0,935.0,877.0,877.0,0.11973033707865169,0.11131658291457286,0.10650142993326978,0.11531346351490236,0.10090124640460212,0.09049011177987962,-0.0004015121486717904
0,0205099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,53900.0,52600.0,56700.0,56900,56600.0,60000.0,1052.0,1058.0,1151.0,1234.0,1146.0,1242.0,0.23421150278293135,0.24136882129277568,0.2435978835978836,0.26024604569420035,0.24296819787985866,0.2484,0.00021997328081643674
0,0206099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,95000.0,94900.0,108300.0,102500,102900.0,109200.0,894.0,892.0,879.0,844.0,760.0,685.0,0.11292631578947368,0.11279241306638567,0.09739612188365651,0.09880975609756097,0.08862973760932945,0.07527472527472527,-0.0006174579636453063
0,0206899999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,105800.0,102900.0,108200.0,110500,110000.0,117600.0,1134.0,1042.0,1061.0,1081.0,1020.0,1016.0,0.12862003780718337,0.12151603498542274,0.11767097966728281,0.11739366515837105,0.11127272727272727,0.1036734693877551,-0.00037080971367654087
0,0207099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,59100.0,60500.0,60600.0,65000,62200.0,62000.0,856.0,1013.0,1004.0,952.0,897.0,858.0,0.17380710659898477,0.20092561983471074,0.19881188118811882,0.17575384615384615,0.17305466237942121,0.16606451612903225,-0.00034615204702365875
0,0209099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,84800.0,93000.0,92400.0,93100,92500.0,97800.0,804.0,873.0,871.0,863.0,858.0,877.0,0.11377358490566038,0.11264516129032258,0.11311688311688312,0.11123523093447905,0.11130810810810811,0.10760736196319018,-8.743792009857442e-05
0,0210099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,68300.0,73200.0,76200.0,80000,80300.0,88000.0,723.0,704.0,719.0,742.0,694.0,732.0,0.12702781844802344,0.11540983606557377,0.11322834645669291,0.1113,0.10371108343711083,0.09981818181818182,-0.0004120780654554599
0,0210599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,61500.0,70700.0,70900.0,74500,76000.0,75000.0,546.0,535.0,556.0,644.0,670.0,786.0,0.10653658536585366,0.0908062234794908,0.09410437235543018,0.10373154362416108,0.10578947368421053,0.12576,0.0003587952263182212
0,0211099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,101500.0,104900.0,111400.0,117800,117000.0,120900.0,930.0,910.0,936.0,966.0,932.0,958.0,0.10995073891625616,0.10409914204003813,0.1008258527827648,0.09840407470288624,0.09558974358974359,0.09508684863523573,-0.0002434986305615844
0,0212299999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,79800.0,82900.0,87400.0,89700,92100.0,98400.0,862.0,814.0,854.0,896.0,814.0,815.0,0.12962406015037595,0.11782870928829915,0.11725400457665903,0.11986622073578596,0.1060586319218241,0.09939024390243903,-0.0004377788028095018
0,0213099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,87400.0,87400.0,86200.0,87300,89200.0,100800.0,836.0,801.0,854.0,921.0,893.0,886.0,0.11478260869565217,0.10997711670480549,0.1188863109048724,0.1265979381443299,0.12013452914798206,0.10547619047619047,-1.987672982935478e-05
0,0215099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82300.0,84400.0,98500.0,98400,97700.0,108400.0,902.0,898.0,954.0,1019.0,969.0,1042.0,0.13151883353584448,0.1276777251184834,0.1162233502538071,0.12426829268292683,0.11901740020470829,0.11535055350553505,-0.00023518436300894733
0,0215899999,,,,2020,2021.0,2022.0,,,,38500,37000.0,40400.0,,,,662.0,606.0,604.0,,,,0.20633766233766235,0.19654054054054054,0.1794059405940594,-0.0011221550726502744
0,0216499999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,55900.0,57700.0,49700.0,50700,51200.0,53200.0,654.0,629.0,633.0,637.0,580.0,574.0,0.14039355992844366,0.13081455805892547,0.1528370221327968,0.15076923076923077,0.1359375,0.12947368421052632,-9.83293907855554e-05
0,0217099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,90400.0,92000.0,92600.0,91400,91600.0,94800.0,660.0,740.0,768.0,741.0,733.0,744.0,0.08761061946902655,0.09652173913043478,0.09952483801295896,0.09728665207877461,0.09602620087336244,0.09417721518987342,6.930518547339393e-05
0,0218099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,47800.0,50900.0,54400.0,55600,58600.0,66200.0,1004.0,970.0,1027.0,1281.0,1193.0,1190.0,0.2520502092050209,0.2286836935166994,0.2265441176470588,0.2764748201438849,0.24430034129692832,0.21570996978851964,-0.00020219178867858886
0,0218599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,85800.0,83200.0,82200.0,84900,85700.0,92700.0,948.0,926.0,1012.0,1111.0,1070.0,1074.0,0.13258741258741258,0.1335576923076923,0.14773722627737226,0.15703180212014134,0.1498249708284714,0.13902912621359223,0.0002150118560380916
0,0218899999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,62800.0,64000.0,61400.0,62000,63300.0,65200.0,1043.0,1080.0,1129.0,1205.0,1115.0,1015.0,0.19929936305732485,0.2025,0.2206514657980456,0.2332258064516129,0.21137440758293838,0.18680981595092025,-5.535755268968368e-05
0,0219599999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,87500.0,88300.0,85000.0,79900,82000.0,92400.0,673.0,692.0,712.0,767.0,795.0,831.0,0.09229714285714286,0.09404303510758777,0.10051764705882353,0.11519399249061327,0.11634146341463415,0.10792207792207792,0.00038022929923239293
0,0219899999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,61500.0,65500.0,67000.0,67600,70200.0,71900.0,822.0,790.0,804.0,810.0,735.0,744.0,0.16039024390243903,0.14473282442748092,0.144,0.1437869822485207,0.12564102564102564,0.12417246175243393,-0.0005680412496687537
0,0222099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,82300.0,91700.0,87500.0,89100,94000.0,102200.0,895.0,903.0,916.0,950.0,862.0,907.0,0.130498177399757,0.1181679389312977,0.12562285714285715,0.12794612794612795,0.11004255319148937,0.10649706457925635,-0.0003382344059968161
0,0223099999,2017.0,2018.0,2019.0,2020,2021.0,2022.0,87000.0,85000.0,86400.0,83600,88500.0,92500.0,1016.0,965.0,964.0,995.0,897.0,919.0,0.14013793103448277,0.13623529411764707,0.1338888888888889,0.14282296650717705,0.12162711864406779,0.11922162162162162,-0.00033207618063516134
